CITATIONS,LATITUDE,LONGITUDE
6028 RIDLEY W. I.:    THE PETROLOGY OF VOLCANIC ROCKS FROM THE SMALL ISLES OF INVERNESS-SHIRE  INST. GEOL. SCI. NAT. ENVIRON. RES. COUNCIL REPT. 73/10   1973 1-55 ,,
"6056 YAJIMA T.:    THE SANOGAWA GABBRO-DIORITE COMPLEX  SCI. REPT. SAITAMA UNIV./B (BIOL., EARTH SCI.) 5   1970 199-230 ",,
"6058 FOURNELLE J. H., CARMODY R., DAAG A. S.:    ANHYDRITE-BEARING PUMICES FROM THE JUNE 15, 1991, ERUPTION OF MOUNT PINATUBO: GEOCHEMISTRY, MINERALOGY, AND PETROLOGY NEWHALL, C. G., PUNONGBAYAN, R. S. | FIRE AND MUD. ERUPTIONS AND LAHARS OF MOUNT PINATUBO, PHILIPPINES | UNIV. WASHINGTON PRESS, SEATTLE AND LONDON 1996 845-864 ",,
"6063 TAGIRI M., SUZUKI H., SUZUKI K., INAZAWA T., TOSAKI K., SHIBA M.:    MELTING OF AMPHIBOLITE XENOLITH INCLUDED IN PERIDOTITE OF THE HIDAKA METAMORPHIC BELT, HOKKAIDO  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 83   1988 388-399    doi: 10.2465/ganko.83.388",,
"6068 ARCURI T., RIPLEY E. M., HAUCK S.:    SULFUR AND OXYGEN ISOTOPE STUDIES OF THE INTERACTION BETWEEN PELITIC XENOLITHS AND BASALTIC MAGMA AT THE BABBITT AND SERPENTINE CU-NI DEPOSITS, DULUTH COMPLEX, MINNESOTA  ECON. GEOL. 93   1998 1063-1075    GeoReM-id: 197   doi: 10.2113/gsecongeo.93.7.1063",,
"6098 TURNER SIMON P., FODEN J. D., GEORGE R. M. M., EVANS P. J., VARNE R., ELBURG M. A., JENNER G. A.:    RATES AND PROCESSES OF POTASSIC MAGMA EVOLUTION BENEATH SANGEANG API VOLCANO, EAST SUNDA ARC, INDONESIA  J. PETROL. 44   2003 491-515    doi: 10.1093/petrology/44.3.491",,
"6100 BROOKS C. K.:    ON THE DISTRIBUTION OF ZIRCONIUM AND HAFNIUM IN THE SKAERGAARD INTRUSION, EAST GREENLAND  GEOCHIM. COSMOCHIM. ACTA 33   1969 357-374    doi: 10.1016/0016-7037(69)90168-9",,
"6103 HASKIN L. A., HASKIN M. A.:    RARE-EARTH ELEMENTS IN THE SKAERGAARD INTRUSION  GEOCHIM. COSMOCHIM. ACTA 32   1968 433-447    doi: 10.1016/0016-7037(68)90077-X",,
6105 HOOVER J. D.:    THE CHILLED MARGINAL GABBRO AND OTHER CONTACT ROCKS OF THE SKAERGAARD INTRUSION  J. PETROL. 30   1989 441-476    doi: 10.1093/petrology/30.2.441,,
6111 NASLUND H. R.:    DISEQUILIBRIUM PARTIAL MELTING AND RHEOMORPHIC LAYER FORMATION IN THE CONTACT AUREOLE OF THE BASISTOPPEN SILL  CONTRIB. MINERAL. PETROL. 93   1986 359-367    doi: 10.1007/BF00389394,,
"6113 PASTER T. P., SCHAUWECKER D. S., HASKIN L. A.:    THE BEHAVIOR OF SOME TRACE ELEMENTS DURING SOLIDIFICATION OF THE SKAERGAARD LAYERED SERIES  GEOCHIM. COSMOCHIM. ACTA 38   1974 1549-1577    doi: 10.1016/0016-7037(74)90174-4",,
"6124 SPANDLER C. J., ARCULUS R. J., EGGINS S. M., MAVROGENES J. A., PRICE R. C., REAY A.:    PETROGENESIS OF THE GREENHILLS COMPLEX, SOUTHLAND, NEW ZEALAND: MAGMATIC DIFFERENTIATION AND CUMULATE FORMATION AT THE ROOTS OF A PERMIAN ISLAND-ARC VOLCANO  CONTRIB. MINERAL. PETROL. 144   2003 703-721    doi: 10.1007/s00410-002-0424-z",,
"6162 IKENNE M., MORTAJI A., GASQUET D., STUSSI J. M.:    THE MAFIC DIKES OF THE BASEMENT OF BAS DRAA AND TAGRAGRA D^AKKA: EVIDENCE FOR A NEOPROTEROZOIC SPREADING OF THE CENTRAL ANTI-ATLAS  J. AFR. EARTH SCI. 25   1997 209-223    doi: 10.1016/S0899-5362(97)00099-7",,
"6210 TOGASHI S.:    PETROLOGY OF MIOCENE CALC-ALKALINE ROCKS OF NORTHEASTERN HONSHU, JAPAN  SCI. REPT. TOHOKU UNIV., SER. 3 14   1978 1-51 ",,
"6211 FUKUYAMA H.:    GABBROIC INCLUSIONS OF ICHINOMEGATA TUFF CONE : BULK CHEMICAL COMPOSITION  J. FAC. SCI., UNIV. TOKYO, SECT. 2, GEOL. MINERAL. GEOGR. GEOPHYS. 22   1985 67-80 ",,
"6262 PATTERSON D. B., FARLEY K. A., MCINNES B. I. A.:    HELIUM ISOTOPIC COMPOSITION OF THE TABAR-LIHIR-TANGA-FENI ISLAND ARC, PAPUA NEW GUINEA  GEOCHIM. COSMOCHIM. ACTA 61   1997 2485-2496    doi: 10.1016/S0016-7037(97)00095-1",,
"6307 CIGOLINI C., KUDO A. M., BROOKINS D. G., WARD D.:    THE PETROLOGY OF POAS VOLCANO LAVAS: BASALT-ANDESITE RELATIONSHIP AND THEIR PETROGENESIS WITHIN THE MAGMATIC ARC OF COSTA RICA  J. VOLCANOL. GEOTHERM. RES. 48   1991 367-384    doi: 10.1016/0377-0273(91)90052-2",,
6310 CIGOLINI C.:    INTRACRUSTAL ORIGIN OF ARENAL BASALTIC ANDESITE IN THE LIGHT OF SOLID-MELT INTERACTIONS AND RELATED COMPOSITIONAL BUFFERING  J. VOLCANOL. GEOTHERM. RES. 86   1998 277-310    doi: 10.1016/S0377-0273(98)00083-3,,
"6341 JAQUES A. L., CHAPPELL B. W.:    PETROLOGY AND TRACE ELEMENT GEOCHEMISTRY OF THE PAPUAN ULTRAMAFIC BELT  CONTRIB. MINERAL. PETROL. 75   1980 55-70    doi: 10.1007/BF00371889",,
"6342 JAQUES A. L., CHAPPELL B. W., TAYLOR S. R.:    GEOCHEMISTRY OF CUMULUS PERIDOTITES AND GABBROS FROM THE MARUM OPHIOLITE COMPLEX, NORTHERN PAPUA NEW GUINEA  CONTRIB. MINERAL. PETROL. 82   1983 154-164    doi: 10.1007/BF01166610",,
"6365 ROY A., SARKAR A., JEYAKUMAR S., AGGRAVAL S. K., EBIHARA M.:    MID-PROTEROZOIC PLUME-RELATED THERMAL EVENT IN EASTERN INDIAN CRATON, EVIDENCE FROM TRACE ELEMENTS, REE GEOCHEMISTRY AND SR-ND ISOTOPE SYSTEMATICS OF BASIC-ULTRABASIC INTRUSIVES FROM DALMA VOLCANIC BELT  GONDWANA RES. 5   2002 133-146    doi: 10.1016/S1342-937X(05)70897-2",,
"6372 NAKAMURA Y.:    PETROLOGY OF THE TOBA ULTRABASIC COMPLEX, MIE PREFECTURE, CENTRAL JAPAN  J. FAC. SCI., UNIV. TOKYO, SECT. 2, GEOL. MINERAL. GEOGR. GEOPHYS. 18   1971 1-51 ",,
"6385 THOMPSON GARY M., MALPAS J. G., SMITH I. E. M.:    THE GEOCHEMISTRY OF THOLEIITIC AND ALKALIC PLUTONIC SUITES WITHIN THE NORTHLAND OPHIOLITE, NORTHERN NEW ZEALAND: MAGMATISM IN A BACK-ARC BASIN  CHEM. GEOL. 142   1997 213-223    doi: 10.1016/S0009-2541(97)00092-2",,
"6395 ARAKAWA Y., SHINMURA T.:    ND-SR ISOTOPIC AND GEOCHEMICAL CHARACTERISTICS OF TWO CONTRASTING TYPES OF CALC-ALKALINE PLUTONS IN THE HIDA BELT, JAPAN  CHEM. GEOL. 124   1995 217-232    GeoReM-id: 195   doi: 10.1016/0009-2541(95)00012-B",,
"6423 STEWART B. W., DEPAOLO D. J.:    ISOTOPIC STUDIES OF PROCESSES IN MAFIC MAGMA CHAMBERS: II. THE SKAERGAARD INTRUSION, EAST GREENLAND  CONTRIB. MINERAL. PETROL. 104   1990 125-141    doi: 10.1007/BF00306438",,
"6425 HAMILTON E. I.:    THE ISOTOPIC COMPOSITION OF STRONTIUM IN THE SKAERGAARD INTRUSION, EAST GREENLAND  J. PETROL. 4   1963 383-391    doi: 10.1093/petrology/4.3.383",,
"6442 LEEMAN W. P., DASCH E. J.:    STRONTIUM, LEAD AND OXYGEN ISOTOPIC INVESTIGATION OF THE SKAERGARD INTRUSION, EAST GREENLAND  EARTH PLANET. SCI. LETT. 41   1978 47-59    doi: 10.1016/0012-821X(78)90040-7",,
6443 PALACZ Z. A.:    SR-ND-PB ISOTOPIC EVIDENCE FOR CRUSTAL CONTAMINATION IN THE RHUM INTRUSION  EARTH PLANET. SCI. LETT. 74   1985 35-44    doi: 10.1016/0012-821X(85)90164-5,,
"6461 YUMUL G. P. JR.:    VARYING MANTLE SOURCES OF SUPRA-SUBDUCTION ZONE OPHIOLITES: REE EVIDENCE FROM THE ZAMBALES OPHIOLITE COMPLEX, LUZON, PHILIPPINES  TECTONOPHYSICS 262   1996 243-262    doi: 10.1016/0040-1951(96)00013-3",,
"6463 ARAKAWA Y.:    STRONTIUM ISOTOPIC COMPOSITION OF MESOZOIC GRANITIC ROCKS IN THE HIDA BELT, CENTRAL JAPAN: DIVERSITIES OF MAGMA SOURCES AND OF PROCESSES OF MAGMA EVOLUTION IN A CONTINENTAL MARGIN AREA  LITHOS 24   1990 261-273    GeoReM-id: 1118   doi: 10.1016/0024-4937(89)90047-9",,
"6467 SHERATON J. W., SUN SHEN-SU:    MAFIC DYKE SWARMS OF THE WESTERN MUSGRAVE BLOCK, CENTRAL AUSTRALIA: THEIR GEOCHEMISTRY, ORIGIN, AND RELATIONSHIPS TO THE GILES COMPLEX  AGSO J. AUSTRALIAN GEOL. GEOPHYS. 16   1997 621-636 ",,
6480 ASHCROFT J.:    THE KERIKERI VOLCANICS: A BASALT-PANTELLERITE ASSOCIATION IN NORTHLAND  ROYAL SOC. NEW ZEALAND BULL. 23   1986 48-63 ,,
"6489 HOPPER D. J., SMITH I. E. M.:    PETROLOGY OF THE GABBRO AND SHEETED BASALTIC INTRUSIVES AT NORTH CAPE, NEW ZEALAND  NEW ZEALAND J. GEOL. GEOPHYS. 39   1996 389-402    doi: 10.1080/00288306.1996.9514721",,
"6503 ARAKAWA Y.:    TWO CONTRASTING TYPES OF RB-SR ISOTOPE SYSTEMS FOR THE FUNATSU GRANITIC ROCKS IN THE NORTHWESTERN PART OF THE HIDA BELT, CENTRAL JAPAN  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 83   1988 374-387    GeoReM-id: 1112   doi: 10.2465/ganko.83.374",,
"6505 SHIMAZU M., KAWANO Y., KAJI K., IGARASHI S.:    CHEMICAL COMPOSITION AND SR, ND ISOTOPE RATIOS OF GABBROIC XENOLITHS IN CALC-ALKALI ANDESITES OF NAEBA AND TORIKABUTO VOLCANOES, NORTH FOSSA, CENTRAL JAPAN  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 86   1991 53-64    doi: 10.2465/ganko.86.53",,
"6528 CRAWFORD A. J., STEVENS B. P. J., FANNING C. M.:    GEOCHEMISTRY AND TECTONIC SETTING OF SOME NEOPROTEROZOIC AND EARLY CAMBRIAN VOLCANICS IN WESTERN NEW SOUTH WALES  AUSTR. J. EARTH SCI. 44   1997 831-852    doi: 10.1080/08120099708728358",,
6532    SITE 1137  INIT. REP. DEEP SEA DRILL. PROJ. 183A (183IR-105)  2000 1-202    doi: 10.2973/odp.proc.ir.183.105.2000,,
"6542 MURAKAMI N., MATSUO H.:    PETROLOGICAL STUDIES ON THE METASOMATIC SYENITES IN JAPAN. PART 1. SYENITES OF THE CAPE OF ASHIZURI, KOCHI PREFECTURE  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 50   1963 93-109    doi: 10.2465/ganko1941.50.93",,
6545 IGI S.:    THE METAGABBROS AND RELATED ROCKS OF THE ^YAKUNO COMPLEX^ IN THE INNER ZONE OF SOUTHWEST JAPAN  REPT. GEOL. SURV. JAPAN 248   1973 1-39 ,,
"6567 GELDMACHER J., HANAN B. B., BLICHERT-TOFT J., HARPP K. S., HOERNLE K. A., HAUFF F., WERNER R., KERR A. C.:    HAFNIUM ISOTOPIC VARIATIONS IN VOLCANIC ROCKS FROM THE CARIBBEAN LARGE IGNEOUS PROVINCE AND GALAPAGOS HOT SPOT TRACKS  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 4   2003    doi: 10.1029/2002GC000477",,
"6590 ALLEGRE C.-J., BIRCK J.-L., CAPMAS F., COURTILLOT V.:    AGE OF THE DECCAN TRAPS USING 187RE-187OS SYSTEMATICS  EARTH PLANET. SCI. LETT. 170   1999 197-204    doi: 10.1016/S0012-821X(99)00110-7",,
"6598 EVANS C. A., CASTANEDA G., FRANCO H.:    GEOCHEMICAL COMPLEXITIES PRESERVED IN THE VOLCANIC ROCKS OF THE ZAMBALES OPHIOLITE  J. GEOPHYS. RES. B96   1991 16251-16262    doi: 10.1029/91JB01488",,
"6628 KAYS M. A., MCBIRNEY A. R.:    ORIGIN OF THE PICRITE BLOCKS IN THE MARGINAL BORDER GROUP OF THE SKAERGAARD INTRUSION, EAST GREENLAND  GEOCHIM. COSMOCHIM. ACTA 46   1982 23-30    doi: 10.1016/0016-7037(82)90287-3",,
"6631 FUTA K., LE MASURIER W. E.:    ND AND SR ISOTOPIC STUDIES ON CENOZOIC MAFIC LAVAS FROM WEST ANTARCTICA: ANOTHER SOURCE FOR CONTINENTAL ALKALI BASALTS  CONTRIB. MINERAL. PETROL. 83   1983 38-44    doi: 10.1007/BF00373077",,
"6639 ABDULLAH C. I., RAMPNOUX J.-P., BELLON H., MAURY R. C., SOERIA-ATMADJA R.:    THE EVOLUTION OF SUMBA ISLAND (INDONESIA) REVISITED IN THE LIGHT OF NEW DATA ON THE GEOCHRONOLOGY AND GEOCHEMISTRY OF THE MAGMATIC ROCKS  J. ASIAN EARTH SCI. 18   2000 533-546    doi: 10.1016/S1367-9120(99)00082-6",,
"6650 BIRKENMAJER K., FRANCALANCI L., PECCERILLO A.:    PETROLOGICAL AND GEOCHEMICAL CONSTRAINTS ON THE GENESIS OF MESOZOIC-CENOZOIC MAGMATISM OF KING GEORGE ISLAND, SOUTH SHETLAND ISLANDS, ANTARCTICA  ANTARCTIC SCI. 3   1991 293-308    doi: 10.1017/S0954102091000354",,
"6670 PRICE R. C., COOPER A. F., WOODHEAD J. D., CARTWRIGHT I.:    PHONOLITIC DIATREMES WITHIN THE DUNEDIN VOLCANO, SOUTH ISLAND, NEW ZEALAND  J. PETROL. 44   2003 2053-2080    doi: 10.1093/petrology/egg070",,
"6678 SMELLIE J. L., PANKHURST R. J., THOMSON M. R. A., DAVIES R. E. S:    THE GEOLOGY OF THE SOUTH SHETLAND ISLANDS: VI. STRATIGRAPHY, GEOCHEMISTRY AND EVOLUTION  BRITISH ANTARCTIC SURV. SCIENT. REP. 87   1984 1-85 ",,
"6692 TIBA T.:    PETROLOGY OF THE ALKALINE ROCKS OF THE TAKAKUSAYAMA DISTRICT, JAPAN  SCI. REPT. TOHOKU UNIV., SER. 3 9   1966 541-610 ",,
"6703 GAMBLE J. A., MORRIS P. A., ADAMS C. J. D.:    THE GEOLOGY, PETROLOGY AND GEOCHEMISTRY OF CENOZOIC VOLCANIC ROCKS FROM THE CAMPBELL PLATEAU AND CHATHAM RISE  ROYAL SOC. NEW ZEALAND BULL. 23   1986 344-365 ",,
6704 LACROIX A.:    SUR DES ENCLAVES ENDOPOLYGENES DE SAINT-VINCENT  BULL. SOC. FR. MINERAL. 72   1949 571-590 ,,
"6715 YAMAZAKI T.:    PETROLOGY OF THE KOYAMA CALC-ALKALINE INTRUSIVE COMPLEX, YAMAGUCHI PREFECTURE, JAPAN  SCI. REPT. TOHOKU UNIV., SER. 3 10   1967 99-150 ",,
"6774 CATTELL A., KROGH T. E., ARNDT N. T.:    CONFLICTING SM-ND WHOLE ROCK AND U-PB ZIRCON AGES FOR ARCHEAN LAVAS FROM NEWTON TOWNSHIP, ABITIBI BELT, ONTARIO  EARTH PLANET. SCI. LETT. 70   1984 280-290    doi: 10.1016/0012-821X(84)90012-8",,
"6775 HEGNER E., KR璜睧R A., HOFMANN A. W.:    AGE AND ISOTOPE GEOCHEMISTRY OF THE ARCHEAN PONGOLA AND USUSHWANA SUITES IN SWAZILAND, SOUTHERN AFRICA - A CASE STUDY FOR CRUSTAL CONTAMINATION OF MANTLE-DERIVED MAGMA  EARTH PLANET. SCI. LETT. 70   1984 267-279    doi: 10.1016/0012-821X(84)90011-6",,
"6786 SHUTO K., KAGAMI H., SHIMAZU M., YANO T.:    SR AND ND ISOTOPIC STUDY OF GABBROIC INCLUSIONS IN CALC-ALKALINE ANDESITES FROM THE NORTHERN FOSSA MAGNA REGION, CENTRAL JAPAN  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 83 (2)  1988 77-84    doi: 10.2465/ganko.83.77",,
"6787 SHIMAZU M., YANO T., TAJIMA M:    GABBROIC INCLUSIONS IN CALC-ALKALI ANDESITES OF THE FOSSA MAGNA REGION CENTRAL JAPAN  SCI. REPT. OF NIIGATA UNIV., SERIES E: GEOL. AND MIN 5   1979 63-84 ",,
"6789 HAMILTON P. J., O^NIONS R. K., BRIDGWATER D., NUTMAN A. P.:    SM-ND STUDIES OF ARCHEAN METASEDIMENTS AND METAVOLCANICS FROM WEST GREENLAND AND THEIR IMPLICATIONS FOR THE EARTH^S EARLY HISTORY  EARTH PLANET. SCI. LETT. 62   1983 263-272    doi: 10.1016/0012-821X(83)90089-4",,
"6803 YAMAZAKI T., ONUKI H., TIBA T.:    SIGNIFICANCE OF HORNBLENDE GABBROIC INCLUSIONS IN CALC-ALKALI ROCKS  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 55   1966 87-103    doi: 10.2465/ganko1941.55.87",,
"6843 DE WIT M. J., HART R. A., HART R. J.:    THE JAMESTOWN OPHIOLITE COMPLEX, BARBERTON MOUNTAIN BELT: A SECTION THROUGH 3.5 GA OCEANIC CRUST  J. AFR. EARTH SCI. 6   1987 681-730    doi: 10.1016/0899-5362(87)90007-8",,
"6844 BARBIERI MARIO, BIRKENMAJER K., DELITALA M. C., FRANCALANCI L., NAREBSKI W., NICOLETTI M., PECCERILLO A., PETRUCCIANI C., TODARO M. L., TOLOMEO L., TRUDU C.:    PRELIMINARY PETROLOGICAL, GEOCHEMICAL AND SR ISOTOPIC INVESTIGATION ON THE MESOZOIC TO CENOZOIC MAGMATISM OF KING GEORGE ISLAND, SOUTH SHETLAND (WEST ANTARCTICA)  MINERAL. PETROGR. ACTA 32   1989 37-49 ",,
"6869 KAWANO Y., OKINO S., YUHARA MASAKI, KATO Y., KAGAMI H.:    PETROLOGY OF THE AMAMI PLUTONIC ROCKS, KAGOSHIMA PREFECTURE, JAPAN  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 92   1997 351-362    doi: 10.2465/ganko.92.351",,
"6890 ANHAEUSSER C. R.:    THE GEOLOGY AND GEOCHEMISTRY OF THE MULDERSDRIF ULTRAMAFIC COMPLEX AND SURROUNDING AREA, KRUGERSDORP DISTRICT  TRANS. GEOL. SOC. SOUTH AFRICA 81   1978 193-203 ",,
"6897 DOUCET S., WEIS D., SCOATES J. S., DEBAILLE V., GIRET A.:    GEOCHEMICAL AND HF-PB-SR-ND ISOTOPIC CONSTRAINTS ON THE ORIGIN OF THE AMSTERDAM-ST. PAUL (INDIAN OCEAN) HOTSPOT BASALTS  EARTH PLANET. SCI. LETT. 218   2004 179-195    doi: 10.1016/S0012-821X(03)00636-8",,
"6904 AKA F. T., NAGAO K., KUSAKABE M., SUMINO H., TANYILEKE G., ATEBA B., HELL J.-V.:    SYMMETRICAL HELIUM ISOTOPE DISTRIBUTION ON THE CAMEROON VOLCANIC LINE, WEST AFRICA  CHEM. GEOL. 203   2004 205-223    doi: 10.1016/j.chemgeo.2003.10.003",,
"6912 KAGAMI H., IIZUMI S., IWATA M., NUREKI T.:    SR-ND ISOTOPE SYSTEMATICS OF XENOLITHS IN CENOZOIC VOLCANIC ROCKS FROM SW JAPAN  JAP. ACAD. PROC. 69   1993 1-6 ",,
"6920 KUTSUKAKE T.:    PETROLOGY OF THE GABBROIC ROCKS IN THE RY瑷〦 ZONE OF THE TOYONE-MURA AREA, AICHI PREFECTURE, JAPAN  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 69   1974 52-74    doi: 10.2465/ganko1941.69.52",,
"6926 KAGAMI H., YUHARA MASAKI, TAINOSHO Y., IIZUMI S., OWADA M., HAYAMA Y.:    SM-ND ISOCHRON AGES OF MAFIC IGNEOUS ROCKS FROM THE RYOKE BELT, SOUTHWEST JAPAN: REMAINS OF JURASSIC IGNEOUS ACTIVITY IN A LATE CRETACEOUS GRANITIC TERRANE  GEOCHEM. J. 29   1995 123-135    doi: 10.2343/geochemj.29.123",,
"6971 FREI R., POLAT A., MEIBOM A.:    THE HADEAN UPPER MANTLE CONUNDRUM: EVIDENCE FOR SOURCE DEPLETION AND ENRICHMENT FROM SM-ND, RE-OS, AND PB ISOTOPIC COMPOSITIONS IN 3.71 GY BONINITE-LIKE METABASALTS FROM THE ISUA SUPRACRUSTAL BELT, GREENLAND  GEOCHIM. COSMOCHIM. ACTA 68   2004 1645-1660    doi: 10.1016/j.gca.2003.10.009",,
"6978 TEPLEY F. J.; III, DAVIDSON J. P.:    MINERAL-SCALE SR-ISOTOPE CONSTRAINTS ON MAGMA EVOLUTION AND CHAMBER DYNAMICS IN THE RUM LAYERED INTRUSION, SCOTLAND  CONTRIB. MINERAL. PETROL. 145   2003 628-641    doi: 10.1007/s00410-003-0481-y",,
"7008 LUAIS B.:    TEMPORAL CHANGES IN ND ISOTOPIC COMPOSITION OF PITON DE LA FOURNAISE MAGMATISM (R钂汵ION ISLAND, INDIAN OCEAN)  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 5   2004    doi: 10.1029/2002GC000502",,
"7010 HENRY P., STEVENSON R. K., GARIEPY C.:    LATE ARCHEAN MANTLE COMPOSITION AND CRUSTAL GROWTH IN THE WESTERN SUPERIOR PROVINCE OF CANADA: NEODYMIUM AND LEAD ISOTOPIC EVIDENCE FROM THE WAWA, QUETICO, AND WABIGOON SUBPROVINCES  GEOCHIM. COSMOCHIM. ACTA 62   1998 143-157    doi: 10.1016/S0016-7037(97)00324-4",,
"7014 MATTIOLI M., SERRI G., SALVIOLI-MARIANI E., RENZULLI A., HOLM P. M., SANTI P., VENTURELLI G.:    SUB-VOLCANIC INFILTRATION AND SYN-ERUPTIVE QUENCHING OF LIQUIDS IN CUMULATE WALL-ROCKS: THE EXAMPLE OF THE GABBROIC NODULES OF STROMBOLI (AEOLIAN ISLANDS, ITALY)  MINERAL. PETROL. 78   2003 201-230    doi: 10.1007/s00710-002-0232-1",,
"7037 BAKER M. B., GROVE T. L., KINZLER R. J., DONNELLY-NOLAN J. M., WANDLESS G. A.:    ORIGIN OF COMPOSITIONAL ZONATION (HIGH-ALUMINA BASALT TO BASALTIC ANDESITE) IN THE GIANT CRATER LAVA FIELD, MEDICINE LAKE VOLCANO, NORTHERN CALIFORNIA  J. GEOPHYS. RES. B96   1991 21819-21842    doi: 10.1029/91JB01945",,
"7044 CASTILLO P. R., JANNEY P. E., SOLIDUM R. U.:    PETROLOGY AND GEOCHEMISTRY OF CAMIGUIN ISLAND, SOUTHERN PHILIPPINES: INSIGHTS TO THE SOURCE OF ADAKITES AND OTHER LAVAS IN A COMPLEX ARC SETTING  CONTRIB. MINERAL. PETROL. 134   1999 33-51    doi: 10.1007/s004100050467",,
"7045 SPADEA P., D^ANTONIO M., THIRLWALL M. F.:    SOURCE CHARACTERISTICS OF THE BASEMENT ROCKS FROM THE SULU AND CELEBES BASINS (WESTERN PACIFIC): CHEMICAL AND ISOTOPIC EVIDENCE  CONTRIB. MINERAL. PETROL. 123   1996 159-176    doi: 10.1007/s004100050148",,
"7053 CIGOLINI C., KUDO A. M.:    XENOLITHS IN RECENT BASALTIC ANDESITE FLOWS FROM ARENAL VOLCANO, COSTA RICA: INFERENCE ON THE COMPOSITION OF THE LOWER CRUST  CONTRIB. MINERAL. PETROL. 96   1987 381-390    doi: 10.1007/BF00371256",,
"7073 ISHIHARA S., TERASHIMA S.:    CENOZOIC GRANITOIDS OF CENTRAL HOKKAIDO, JAPAN - AN EXAMPLE OF PLUTONISM ALONG COLLISION BELT  BULL. GEOL. SURV. JAPAN 36   1985 653-680 ",,
"7097 GREEN M. G., SYLVESTER P. J., BUICK R.:    GROWTH AND RECYCLING OF EARLY ARCHEAN CONTINENTAL CRUST: GEOCHEMICAL EVIDENCE FROM THE COONTERUNAH AND WARRAWOONA GROUPS, PILBARA CRATON, AUSTRALIA  TECTONOPHYSICS 322   2000 69-88    doi: 10.1016/S0040-1951(00)00058-5",,
"7098 THURSTON P. C., FRYER B. J.:    THE GEOCHEMISTRY OF REPETITIVE CYCLICAL VOLCANISM FROM BASALT THROUGH RHYOLITE IN THE UCHI-CONFEDERATION GREENSTONE BELT, CANADA  CONTRIB. MINERAL. PETROL. 83   1983 204-226    doi: 10.1007/BF00371189",,
"7106 DAVIS D. W., KROGH T. E., HINZER J., NAKAMURA E.:    ZIRCON DATING OF POLYCYCLIC VOLCANISM AT STURGEON LAKE AND IMPLICATIONS FOR BASE METAL MINERALIZATION  ECON. GEOL. 80   1985 1942-1952    doi: 10.2113/gsecongeo.80.7.1942",,
"7121 SHIBATA K., MATSUMOTO TATSURO, YANAGI T., HAMAMOTO R.:    ISOTOPIC AGES AND STRATIGRAPHIC CONTROL OF MESOZOIC IGNEOUS ROCKS IN JAPAN  AM. ASSOC. PETROL. GEOL. STUDIES IN GEOLOGY 6   1978 146-164 ",,
"7127 KUBO K.:    A RB-SR ISOTOPIC STUDY ON THE OJIKA AND ICHINOHE GABBROIC COMPLEXES IN THE KITAKAMI MOUNTAINS, NORTHEAST JAPAN  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 72   1977 412-418    doi: 10.2465/ganko1941.72.412",,
"7134 SASADA M.:    PETROLOGICAL STUDY OF THE SOUTH YUBARA QUARTZ GABBROIC MASS, OKAYAMA PREFECTURE, SOUTHWEST JAPAN  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 74   1979 1-15    doi: 10.2465/ganko1941.74.1",,
"7195 SMITHIES R. H., CHAMPION D. C., SUN SHEN-SU:    EVIDENCE FOR EARLY LREE-ENRICHED MANTLE SOURCE REGIONS: DIVERSE MAGMAS FROM THE C. 3.0 GA MALLINA BASIN, PILBARA CRATON, NW AUSTRALIA  J. PETROL. 45   2004 1515-1537    GeoReM-id: 739   doi: 10.1093/petrology/egh014",,
"7221 PUCHTEL I. S., ZHURAVLEV D. Z.:    PETROLOGY OF MAFIC-ULTRAMAFIC METAVOLCANICS AND RELATED ROCKS FROM THE OLONDO GREENSTONE BELT, ALDAN SHIELD  PETROLOGY 1   1993 263-299 ",,
